,flux_ztf,eflux_ztf,mjd_ztf
0,0.008958679503578258,0.0011764828037919015,58342.405300899874
1,0.006864586786147445,0.0004660081073517149,58348.358344899956
2,0.009420648503255143,0.0006628458633187692,58351.40990740014
3,0.007014133055036318,0.0004245669701956021,58360.36282410007
4,0.007200741161295552,0.0003560982287556599,58369.300567099825
5,0.0056653454951464365,0.00025073398587732205,58372.27956019994
6,0.006752366397773638,0.0004378649473795176,58378.310648099985
7,0.006310805567453082,0.00035194585076425754,58385.34136570012
8,0.006293067644126707,0.00028254987708422046,58400.26074070018
9,0.007281458858219012,0.00040747358665497996,58429.2008795999
10,0.007491693478948829,0.0005836644774187389,58435.180358800106
11,0.007489830682311402,0.0005834936520668579,58435.180358800106
12,0.007166897610682581,0.0005812501086403708,58441.243541699834
13,0.010597152886414576,0.00022338365496362347,58456.15041670017
14,0.0052597850943406285,0.0001390067307468198,58472.13618060015
15,0.013501026820036847,0.0008762985079126028,58475.13644680008
16,0.011730042887763189,0.00032631135385513695,58482.10045140004
17,0.00550421259798378,0.00016143032960394156,58482.133483800106
18,0.005623211260685912,0.00018881542933406307,58487.13570600003
19,0.005176106458326989,0.00010383126407072268,58491.13981480012
20,0.005780885932078676,0.00022613633208023656,58494.138125000056
21,0.009240247415910759,0.00023123434310283483,58574.49050930003
22,0.004459777580762595,0.00023183670475545475,58574.52689810004
23,0.010729740039692636,0.00028699213691127986,58582.4685531999
24,0.014765052652246412,0.0011283714383539536,58593.42586810002
25,0.01751941498714259,0.002419047061300196,58607.48995369999
26,0.01917515132647094,0.0034950869071695887,58617.487662000116
27,0.013717267251035746,0.0010793486401322024,58633.4276389
28,0.011688026833892601,0.000618117373909552,58636.42870370019
29,0.006052054078034039,0.0003571546878152412,58639.44357640017
30,0.005229724367620716,0.0001702438037379725,58645.44143520016
31,0.004919122071291865,0.00021910863301480366,58648.447789399885
32,0.00959246890364709,0.00032429459447860787,58651.42741899984
33,0.004828492931813036,0.00010283662665646534,58655.30064810021
34,0.009681663855702564,0.000284730730061563,58655.45362270018
35,0.01004445552201912,0.0006792776665964411,58658.40425929986
36,0.011404672015210423,0.0004009660016237085,58661.433229200076
37,0.015373714086760235,0.001871966415808816,58665.43439809978
38,0.012861996883028514,0.0005003762839968113,58671.455266200006
39,0.006740690703505416,0.0005376577541929864,58680.45252310019
40,0.012889652229871264,0.000787612343281462,58683.40326389996
41,0.00640587411682852,0.0002384523007017251,58683.46437499998
42,,,58696.407048599795
43,0.006148149225736129,0.0002852129300706956,58705.40802079998
44,0.005422455542281235,0.00022740593548361993,58708.46457180008
45,0.011213107867891555,0.0003239878451259901,58708.486851899885
46,0.009738471553434505,0.0005150633756529423,58710.17565969983
47,0.004600565306167591,0.00016778621559159,58710.20114579983
48,0.01071542004310319,0.0006410397173694855,58711.175451400224
49,0.005079493395748277,0.00019769258462671405,58711.20052079996
50,0.01130302791042217,0.00042354125905164433,58713.17528939992
51,0.01227147593376147,0.0009902485172123597,58714.17560190009
52,0.006081002752620329,0.00021092692438028188,58714.20109950006
53,0.011945578868822433,0.0005081323808549423,58715.25965279993
54,0.011430583486689943,0.0008560583923794984,58716.28076389991
55,0.005427127192349412,0.00024471318508094647,58716.30666670017
56,0.01196531124265549,0.0005173718244445954,58718.28127310006
57,0.005699521549039628,0.00029456762976329807,58718.30755789997
58,0.012154402103712249,0.0006119729767055178,58719.260231500026
59,0.005670174179599882,0.00022979161226208998,58719.28715279978
60,0.012305430162724661,0.0005226126296999118,58720.28104169993
61,0.006153440420766247,0.00038748503974710727,58721.286886599846
62,0.006601672868322586,0.0004056529875519336,58722.28607639996
63,0.012226878596003177,0.0007728773783446395,58723.28460650006
64,0.0057201892832339195,0.00026939385081102134,58723.30870370008
65,0.011979657453277089,0.0006939636060853463,58724.28467589989
66,0.0054350456980435825,0.00014033812188651244,58724.30872689979
67,0.01243240645041882,0.0005096115641393044,58726.260011599865
68,0.005986949570563547,0.00021862995578646676,58726.28627309995
69,0.014044477930802839,0.0013792998686600803,58727.284861099906
70,0.013915678932685978,0.00037534773377156304,58730.260277799796
71,0.014247032007750847,0.00463340316170765,58732.25894680014
72,0.013930066830883237,0.00012735250094910588,58732.25894680014
73,0.006810465543065416,0.00043564074321036694,58732.2832986
74,0.0069375863229394884,0.00029949078714377444,58732.306550899986
75,0.015970083983025015,0.0031455013073375337,58733.258553199936
76,0.01538931892604288,0.000686321030239862,58734.260289399885
77,0.007193389886706756,0.000604141723362808,58734.28386570001
78,0.007380581834945722,0.0004140893612346308,58734.3910416998
79,0.01267356509990841,0.0004249601011685208,58735.18229170004
80,0.012586355668764392,0.0009101083122576728,58735.18947920017
81,0.012790078205510947,0.001188158806338637,58735.21361109987
82,0.006145929865761586,0.00024684190643322837,58735.28245369997
83,0.013162900547799965,0.0007943797395044512,58735.374768500216
84,0.006461462080739266,0.0003476549716726913,58735.426400499884
85,0.012740515483909781,0.0007612139265537152,58736.26873840019
86,0.006084061564211905,0.00021709107357363518,58736.29203699995
87,0.011725560180494072,0.00048570886596018133,58737.20918980008
88,0.011667913477906616,0.0003344064797538231,58737.20965280011
89,0.011743479662375248,0.000259194045944816,58737.21127310023
90,0.011884256043367498,0.000504702508932236,58737.21549770003
91,0.011586172762053292,0.0005839007066131307,58737.22502310015
92,0.011879889469833569,0.0008012068130819807,58737.2405555998
93,0.011848309766125043,0.0004423953777882143,58737.24100690009
94,0.01219009808248797,0.0004960915815250009,58737.28336809995
95,0.005778921564994533,0.0001879679998654883,58737.30494209984
96,0.012164963214206986,0.0003718281948525509,58737.322453700006
97,0.01357708071917219,0.0004279080857326062,58738.16476849979
98,0.006834532294868351,0.00042377388067220086,58738.19737270009
99,0.013984868917104395,0.0004952990626352948,58738.21692130016
100,0.014080153841916014,0.0005330485740984713,58738.22662039986
101,0.0068860853295277654,0.00027413522531461875,58738.23759259982
102,0.006896113488390828,0.0004644862177929171,58738.24729169998
103,0.01414649335795917,0.0006882213960859754,58738.261134299915
104,0.01410652360755612,0.0006210499324479405,58738.26158560021
105,0.014116557452593725,0.0006921243008205165,58738.27570600016
106,0.014151719113083749,0.0005610357830719458,58738.2832986
107,0.0142956399008176,0.0006579959310190298,58738.29224540014
108,0.013931837492474237,0.0001409458001660023,58738.30662039993
109,0.014033590510663746,0.0014811172676484912,58738.33193290001
110,0.014888097353830364,0.0007749887297907207,58739.163668999914
111,0.0071996933613600895,0.0009212353106817936,58739.196411999874
112,0.015685067788747637,0.001759154010884129,58739.21638889983
113,0.015264409205380611,0.002686944328624548,58739.22607639991
114,0.014995108067425126,0.00023927248497981052,58739.22607639991
115,0.016068450527991877,0.0011962718836422462,58739.26160879992
116,0.0159349975119456,0.0010716691721818642,58739.262060199864
117,0.015954250254259405,0.0024476045637421956,58739.30386570003
118,0.01575945520097538,0.0014500347878121447,58739.31623840006
119,0.015420881503849891,0.00031936755704666756,58739.33130790014
120,0.015873328349811724,0.0015114997195190699,58739.33175930008
121,0.014822190818362542,0.0018744075319569746,58740.16408560006
122,0.007307809203204618,0.000681320059064209,58740.19616900012
123,0.014655991349924322,0.00021626285388497306,58740.21665510023
124,0.015142472722420624,0.0014965724198848839,58740.21665510023
125,0.014850401652831783,0.00023483751305488658,58740.22634259984
126,0.015263720327944118,0.001388248913047717,58740.22634259984
127,0.015126052380666642,0.0027339371510750822,58740.28655089997
128,0.015279713108000059,0.001547879914340765,58740.2870139
129,0.015693073181606537,0.002035639429471821,58740.291203700006
130,0.015550730680853928,0.0016821547218778105,58740.32528939983
131,0.015812058047197323,0.0035658281033762503,58740.326203700155
132,0.01573132125379716,0.0031132560332770773,58740.34369210014
133,0.015358018981052353,0.0041908123725353345,58741.16422449984
134,0.015804341305667068,0.0030898713908058323,58741.21673610015
135,0.01595783609260658,0.002636197018995588,58741.226412000135
136,0.015898040536340936,0.004250296174510875,58741.26067129988
137,0.016285143882636386,0.009286650281771914,58741.31591439992
138,0.016386431996271694,0.0036449263393185318,58741.328252300154
139,0.0056718038098419465,0.00020301304241346314,58742.19329860015
140,0.013398876988608956,0.0007353622895300723,58743.16465280019
141,0.006477201383957683,0.0003754105460448418,58743.19361109985
142,0.013756754910997834,0.000633841717866855,58743.21638889983
143,0.013521815317596355,0.0005365686257751476,58743.226111100055
144,0.006419902020681584,0.00024251786870686735,58743.237071800046
145,0.006411576080168815,0.00031383445718239543,58743.24677080009
146,0.013434478108999563,0.000565752843352262,58743.26944439998
147,0.0135007656895522,0.0006987653040844433,58743.269895799924
148,0.013714740669742523,0.0009869878885672497,58743.285497699864
149,0.013424916711291673,0.0006141552453636177,58743.30266200006
150,0.01351949283634529,0.0005937885353179808,58743.30815970013
151,0.013801020468982846,0.0007882239417989239,58743.30938659981
152,0.013700196619053515,0.001218579613610158,58743.32559029991
153,0.015555171367978198,0.0016482948903310407,58744.163587999996
154,0.015728597542138224,0.0017592516721999327,58744.21684029978
155,0.01547447771853474,0.0003028265110683296,58744.21684029978
156,0.015900778945174637,0.0017247922437577672,58744.26895829989
157,0.015922160594602143,0.0013315774475028937,58744.26940969983
158,0.01611684391614105,0.001236021558679886,58744.28471060004
159,0.016130417192404396,0.0008344943691247753,58744.29145829985
160,0.01623033933832231,0.002405476069178245,58744.296192099806
161,0.01620940972303931,0.001949593261036667,58744.296643500216
162,0.02167021399341297,0.002772442251022061,58745.21697920002
163,0.021673567365632616,0.0007166340303383767,58745.226689800154
164,0.010894828544476005,0.0004464182203588843,58745.23759259982
165,0.02129140886943727,0.0021257390896734503,58745.283321800176
166,0.020913205259381135,0.0016607364878773914,58745.305937500205
167,0.020613341583016066,0.0022272211704960827,58745.32579859998
168,0.007104926671143495,0.0004761205185860626,58747.19262730004
169,0.015033094932594273,0.0014954415226847248,58747.215405100025
170,0.006990541205670773,0.0006291750621642814,58747.23599540023
171,0.007039347421540102,0.000570739197543483,58747.24568289984
172,0.00645301686292043,0.00048255806567341095,58748.19150459999
173,0.014424142358910732,0.002175701385027209,58748.21662040008
174,0.014361400709973911,0.0012654405305723812,58748.22630790016
175,0.00669417096844107,0.00043162855848410345,58748.237222199794
176,0.006808803488203674,0.00023906189012509185,58748.24690969987
177,0.013544357239629396,0.0010976381712475575,58749.1648380002
178,0.006632786222050169,0.00030226383261512636,58749.23702549981
179,0.0065055137630825755,0.00024182942334707784,58749.24673609994
180,0.008665523412999808,0.0009287568346676398,58750.23736110004
181,0.008557777682259956,0.0009241404224636716,58750.2470602002
182,0.008353006127680545,0.0019300356441120893,58751.24682869995
183,0.01655727263446291,0.00341178268081108,58754.16236109985
184,0.016549481814217212,0.002717407392512683,58754.2254745001
185,0.013680828540764002,0.0013311937289700471,58757.22467589984
186,0.007028023419075118,0.00043260138834923327,58757.37849539984
187,0.01611788304096546,0.0007756777911478657,58758.17131939996
188,0.015265997959624689,0.00025584916016683563,58758.22087959992
189,0.015347894314937893,0.0016732276631659588,58758.22087959992
190,0.015307772527049745,0.0012117845948307312,58758.23056709999
191,0.015055140054184667,0.00022528004822386537,58758.23056709999
192,0.007316345399092724,0.0008542055788460229,58758.25123840012
193,0.015557635780049405,0.001897802509063078,58759.220127299894
194,0.01542832575422058,0.0002769453071147927,58759.220127299894
195,0.015900896106875298,0.0030605342817174495,58759.22982640006
196,0.015017899717969579,0.0021176701463556198,58760.16378469998
197,0.01467314468715157,0.00018455820634853443,58760.16378469998
198,0.007385603693636926,0.0011217482567028227,58760.192013899796
199,0.015168282201769414,0.0014210944632595218,58760.21696759993
200,0.015008123679508814,0.00021685759646258157,58760.21696759993
201,0.015516922820379355,0.0020095451696224573,58760.226678200066
202,0.007512775305241272,0.0009652043099960047,58760.24736109981
203,0.007758275543972276,0.0014409451938922101,58761.191041700076
204,0.015336363727086988,0.0016596521452855067,58761.215902800206
205,0.015746223084011548,0.0023548255815354787,58761.2256018999
206,0.007209162251643832,0.0007510821135082496,58762.190219900105
207,0.014649580885518328,0.0015830009119489094,58762.2271412001
208,0.006942610487266207,0.0004109270688787728,58762.23814810021
209,0.006906397966011805,0.0005449681057126682,58762.24956020014
210,0.013806589101941321,0.0009415797905923064,58763.16376159992
211,0.006878849376885131,0.0004328904915636967,58763.19157409994
212,0.014006008965118643,0.0015979643881305528,58763.21703700023
213,0.01424809492951339,0.0026120925685744296,58763.22649310017
214,0.006853897416818107,0.00026257528863852527,58763.2375115999
215,0.006807072873603574,0.00029422101511504203,58763.24724540021
216,0.006993593733451827,0.0006417850000918679,58764.274432899896
217,0.00713344964654929,0.0012468468436928851,58770.125127300154
218,0.0056981253654865656,0.0004176137070484492,58773.122928199824
219,0.011219182173125139,0.0003299198643837044,58776.19629629981
220,0.009516411212120875,0.0005116532265705645,58779.21584489988
221,0.005149980682355529,0.00016647755633488669,58782.21457180008
222,0.005227798020829594,0.00018179455259973565,58785.22380790021
223,0.011527777885417615,0.0005982411596409857,58788.224421299994
224,0.0054229250236193845,0.00023090873695941807,58791.16023149993
225,0.005330466275197598,0.0002898683927554848,58791.19273150014
226,0.011057343466836235,0.0005638517747280038,58792.14590279991
227,0.009710035104339265,0.00030917429125133637,58794.11569439992
228,0.004396975036986364,0.000193674428362443,58794.173449099995
229,0.0041556828880910425,0.00012689732414947593,58795.16126159998
230,0.004435322463012645,0.0001156035186483823,58796.15942130005
231,0.010862105083962561,0.0005485552045216209,58797.10260420013
232,0.005093604259119615,0.0002209270117646247,58797.15004630014
233,0.0054342247986620155,0.0001594579952596623,58798.14525459986
234,0.011536880654237329,0.0004490350328623608,58798.25902780006
235,0.009882590497889738,0.0002942887524081925,58799.220625000075
236,0.010753761491566134,0.0005593281197944398,58800.2684491002
237,0.010387666548054897,0.0006182186907874275,58803.077048600186
238,0.004708992513623059,0.00011078994993749165,58811.08210649993
239,0.0046977856829147875,0.00012085384413576776,58811.09325229982
240,0.005667302574115102,0.000243565860007463,58814.09663189994
241,0.012425560835436097,0.000291072041604677,58814.14060189994
242,0.018204216841042647,0.0012885006956125508,58831.09026619978
243,0.008860119919629077,0.0008751460266902213,58831.112696799915
244,0.018663315594770965,0.0008170499473353775,58835.09234949993
245,,,58835.12028940022
246,0.01922774704347941,0.0009674055953853858,58837.07413189998
247,0.00873191702147219,0.0004262078065989335,58838.116446800064
248,0.03170656541366581,0.0005527563261131327,58851.09537040023
249,0.026590616101434816,0.0005955270881134783,58854.11886569997
250,0.022822352030717176,0.0008041811241434115,58860.13579860004
251,0.03798568828076371,0.0009082005021224613,58863.09743059985
252,0.018784031159997373,0.0003590102145750097,58863.1181481001
253,0.005711497617913073,0.00021886916832693714,58941.48837959999
